Title,Author,year
Developing a Mathematics Curriculum to Improve Learning Behaviors and Mathematics Competency of Children,"Shirani Bidabadi, Nahid; Nasr Esfahani, Ahmad Reza; Mirshah Jafari, Ebrahim; Abedi, Ahmad",2019
Effects of Calculators on Mathematics Achievement and Attitudes of Ninth-Grade Students,"Close, Sean; Oldham, Elizabeth; Shiel, Gerry; Dooley, Therese; O'Leary, Michael",2012
Classroom Age Composition and the Early Learning of Preschoolers,"Ansari, Arya; Pianta, Robert",2019
"Examining the Influence of a STEM Certification Model on Female, Minority Science Outcomes","Wendt, Jillian L.; Rockinson-Szapkiw, Amanda; Cordes, Megan",2018
Interest-Enhancing Approaches to Mathematics Curriculum Design: Illustrations and Personalization,"Clinton, Virginia; Walkington, Candace",2019
The Impact of Scaffolding and Nonscaffolding Strategies on the EFL Learners' Listening Comprehension Development,"Ahmadi Safa, Mohammad; Rozati, Fatemeh",2017
Longitudinal Effects of Perceived Control on Academic Achievement,"You, Sukkyung; Hong, Sehee; Ho, Hsiu-Zu",2011
Do Interim Assessments Reduce the Race and SES Achievement Gaps?,"Konstantopoulos, Spyros; Li, Wei; Miller, Shazia R.; van der Ploeg, Arie",2017
Reporting Structural Equation Modeling and Confirmatory Factor Analysis Results: A Review,"Schreiber, James B.; Nora, Amaury; Stage, Frances K.; Barlow, Elizabeth A.; King, Jamie",2006
Responses of First-Year Participants in a Middle School Professional Development Schools Partnership,"Mebane, Dorothy J.; Galassi, John P.",2000
Stable or Situated Understandings of Adolescent Reading Engagement across Readers and Raters,"Neugebauer, Sabina",2016
Academic Hardiness: Mediator between Sense of Belonging to School and Academic Achievement?,"Abdollahi, Abbas; Noltemeyer, Amity",2018
Inquiry and Accountability in Professional Development Schools,"Trachtman, Roberta",2007
Relationship of School Entrance Age to Academic and Social Performance,"DeMeis, Joseph L.; Stearns, Eleanor S.",1992
Using Performance Methods to Enhance Students' Reading Fluency,"Young, Chase; Valadez, Corinne; Gandara, Cori",2016
Teaching STEM after School: Correlates of Instructional Comfort,"Cohen, Benjamin",2018
Use of Ethnicity as a Predictor of Achievement: A Reply to Klingele and Warrick,"Penny, James; Bond, Lloyd",1991
"Interest, Flow and Learning Strategies How the Learning Context Affects the Moderating Function of Flow","Schweder, Sabine; Raufelder, Diana",2021
Are Effects of Small Classes Cumulative? Evidence from a Tennessee Experiment,"Nye, Barbara; Hedges, Larry V.; Konstantopoulos, Spyros",2001
Measuring Reading Comprehension of Content Area Texts Using an Assessment of Knowledge Organization,"Davis, Marcia H.; Guthrie, John T.",2015
Classroom Teachers and the Challenges of Delivering Quality Physical Education,"DeCorby, Kara; Halas, Joannie; Dixon, Sheryle; Wintrup, Lainie; Janzen, Henry",2005
The Complex Model of Television Viewing and Educational Achievement,"Razel, Micha",2001
Effects of Inquiry-Based Science Instruction on Science Achievement and Interest in Science: Evidence from Qatar,"Areepattamannil, Shaljan",2012
Preservice Teachers' Educational Beliefs and Their Perceptions of Characteristics of Effective Teachers,"Minor, Lynn C.; Onwuegbuzie, Anthony J.; Witcher, Ann E.; James, Terry L.",2002
"The Assessor Assessed: A ""Revisionist"" Looks at a Critique of the Sandia Report","Bracey, Gerald W.",1995
Individual Differences in Working Memory for Comprehension and Following Directions,"Engle, Randall W.; And Others",1991
Factors Affecting Problem Finding Depending on Degree of Structure of Problem Situation,"Lee, Hyejoo; Cho, Younsoon",2007
Early Parenting and the Reduction of Educational Inequality in Childhood and Adolescence,"Penner, Emily K.",2018
School Characteristics and Parent Involvement: Influences on Participation in Children's Schools,"Feuerstein, Abe",2000
Closing the Gender Gap in Reading with Readers Theater,"Young, Chase; Durham, Patricia; Rasinski, Timothy Victor; Godwin, Amber; Miller, Melinda",2021
Reconsidering Silent Sustained Reading: An Exploratory Study of Scaffolded Silent Reading,"Reutzel, D. Ray; Fawson, Parker C.; Smith, John A.",2008
Enhancing Children's Comprehension of a Televised Story through Previewing,"Neuman, Susan B.; And Others",1990
"""Beautiful You"": Creating Contexts for Students to Become Agents of Social Change","Fisette, Jennifer L.; Walton, Theresa A.",2015
Teacher and Collective Efficacy Beliefs as Predictors of Professional Commitment,"Ware, Herbert; Kitsantas, Anastasia",2007
Teachers Responding to Narrative Inquiry: An Approach to Narrative Inquiry Criticism,"Atkinson, Becky",2010
Effects of Computer Simulations and Problem-Solving Approaches on High School Students,"Geban, Omer; And Others",1992
Children's Constructions of Knowledge for Fraction Division after Solving Realistic Problems,"Sharp, Janet; Adams, Barbara",2002
The Relationship between Personal Epistemology and Self-Regulation among Turkish Elementary School Students,"Alpaslan, Muhammet Mustafa",2017
Home-School Connections: A Review of the Literature,"McCarthey, Sarah J.",2000
School Principals' Influence on Trust: Perspectives of Mothers of Children with Disabilities,"Shelden, Debra L.; Angell, Maureen E.; Stoner, Julia B.; Roseland, Bill D.",2010
The Impact of an Online Tutoring Program on Mathematics Achievement,"Clark, Amy K.; Whetstone, Patti",2014
Effects of Problem-Based Learning and Traditional Instruction on Self-Regulated Learning,"Sungur, Semra; Tekkaya, Ceren",2006
Majoring in STEM--What Accounts for Women's Career Decision Making? A Mixed Methods Study,"Bieri Buschor, Christine; Berweger, Simone; Keck Frei, Andrea; Kappler, Christa",2014
Predicting Proficiency on Statewide Assessments: A Comparison of Curriculum-Based Measures in Middle School,"Stevenson, Nathan A.",2015
Keeping Pace with Teen Media Use: Implications and Strategies for Educators,"Fuller, Heidi A.; Damico, Amy M.",2008
Understanding Latino Children's Heterogeneous Academic Growth Trajectories: Latent Growth Mixture Modeling Approach,"Hong, Sehee; You, Sukkyung",2012
Teaching & Learning in Makerspaces: Equipping Teachers to Become Justice-Oriented Maker-Educators,"Heredia, Sara C.; Tan, Edna",2021
Patterns of Situational Engagement and Task Values in Science Lessons,"Upadyaya, Katja; Cumsille, Patricio; Avalos, Beatrice; Araneda, Sebastian; Lavonen, Jari; Salmela-Aro, Katariina",2021
Using Modeled Writing to Support English-Only and English-Learner Second-Grade Students,"Mohr, Kathleen A. J.",2017
Professional Self-Concept as a Predictor of Teacher Burnout,"Friedman, Isaac A.; Farber, Barry A.",1992
Educational Sequelae of High School Misbehavior,"Finn, Jeremy D.; Fish, Reva M.; Scott, Leslie A.",2008
Influence of Elementary Student Gender on Teachers' Perceptions of Mathematics Achievement,"Helwig, Robert; Anderson, Lisbeth; Tindal, Gerald",2001
An Examination of Factors Related to Taiwanese Adolescents' Reports of Avoidance Strategies,"Shih, Shu-Shen",2009
Rural Classroom Environments as Contexts for Teacher-Child Relationships,"Varghese, Cheryl; Vernon-Feagans, Lynne; Bratsch-Hines, Mary",2019
Deep Processing Strategies and Critical Thinking: Developmental Trajectories Using Latent Growth Analyses,"Phan, Huy P.",2011
Complex Problem Solving in L1 Education: Senior High School Students' Knowledge of the Language Problem-Solving Process,"van Velzen, Joke H.",2017
Preservice Teachers' Culturally Responsive Teaching Self-Efficacy-Forming Experiences: A Mixed Methods Study,"Siwatu, Kamau Oginga",2011
The Association of Kindergarten Entry Age with Early Literacy Outcomes,"Huang, Francis L.; Invernizzi, Marcia A.",2012
A First Step toward a Comprehensive Model of Integrated Socio-Emotional Guidance: Investigating the Effect of Teachers' Task Perception and a Supportive Network at School,"Jacobs, Karen; Struyf, Elke",2015
Influences of Stimulating Tasks on Reading Motivation and Comprehension,"Guthrie, John T.; Wigfield, Allan; Humenick, Nicole M.; Perencevich, Kathleen C.; Taboada, Ana; Barbosa, Pedro",2006
"Middle School Students' Conceptual Perceptions of the Social Studies Course, and Their Transfer of the Outcomes to Daily Life","Ibrahimoglu, Zafer",2019
"Strategy Use, Listening Problems, and Motivation of High- and Low-Proficiency Chinese Listeners","Lau, Kit-Ling",2017
The Development of English and Mathematics Self-Efficacy: A Latent Growth Curve Analysis,"Phan, Huy P.",2012
"Academic Motivation in Self-Efficacy, Task Value, Achievement Goal Orientations, and Attributional Beliefs","Bong, Mimi",2004
No Parent Left Behind: Predicting Parental Involvement in Adolescents' Education within a Sociodemographically Diverse Population,"Park, Sira; Holloway, Susan D.",2013
Hedgehogs and Foxes among Educational Researchers,"Cuban, Larry",1995
Strategic Development of Multiplication Problem Solving: Patterns of Students' Strategy Choices,"Zhang, Dake; Ding, Yi; Lee, Soo; Chen, Jinsong",2017
Effects of Word Processing on Sixth Graders' Holistic Writing and Revisions,"Grejda, Gail F.; Hannafin, Michael J.",1992
"Rural Adolescents' Reading Motivation, Achievement and Behavior across Transition to High School","Cantrell, Susan Chambers; Rintamaa, Margaret; Anderman, Eric M.; Anderman, Lynley H.",2018
Critical Word Factor in Texts for Beginning Readers,"Hiebert, Elfrieda H.; Fisher, Charles W.",2007
Collective Creativity in STEAM Making Activities,"Timotheou, Stella; Ioannou, Andri",2021
Reversing Education Majors' Arithmetic Misconceptions with Short-Term Instruction Using Manipulatives,"Green, Michael; Piel, John A.; Flowers, Claudia",2008
Identifying the Potential Roles of Virtual Reality and STEM in Maker Education,"Shu, Yu; Huang, Tien-Chi",2021
Teacher Instructional Practices and Language Minority Students: A Longitudinal Model,"Chang, Mido",2008
Children's Geometric Skills: Any Ties to Self-Regulation Skills?,"Ivrendi, Asiye; Erol, Ahmet; Atan, Abdullah",2022
Scaffolding English Language Learners' Mathematical Talk in the Context of Calendar Math,"Banse, Holland W.; Palacios, Natalia A.; Merritt, Eileen G.; Rimm-Kaufman, Sara E.",2017
Beliefs Systems and Classroom Practices: Identified Typologies of Elementary School Teachers from the United States,"Thomson, Margareta Maria; Nietfeld, John L.",2016
Applying Questioning or Reading Strategy to Review Technology Enhanced Coedited Notes of Elementary School Students,"Chiu, Chiung-Hui; Cheng, Hsiao-Wei; Wu, Chiu-Yi",2016
Influence of Culture and Education on U.S. and Taiwan Preservice Teachers' Efficacy Beliefs,"Lin, Huey-Ling; Gorrell, Jeffrey; Taylor, Janet",2002
A Structural Model of High School Mathematics Outcomes,"Reynolds, Arthur J.; Walberg, Herbert J.",1992
An Evaluation of the Connected Mathematics Project,"Cain, Judith S.",2002
Are Young Dual Language Learners Homogeneous? Identifying Subgroups Using Latent Class Analysis,"Kim, Do-Hong; Lambert, Richard G.; Burts, Diane C.",2018
Difficulties Scatter Plots Pose for 11th Grade Students,"Aydin-Güç, Funda; Özmen, Zeynep Medine; Güven, Bülent",2022
Help Seeking among Peers: The Role of Goal Structure and Peer Climate,"Shim, Sungok Serena; Kiefer, Sarah M.; Wang, Cen",2013
"The Relationships among School Types, Teacher Efficacy Beliefs, and Academic Climate: Perspective from Asian Middle Schools","Chong, Wan Har; Klassen, Robert M.; Huan, Vivien S.; Wong, Isabella; Kates, Allison Diane",2010
Institutional and Student Factors and Their Influence on Advanced Mathematics Achievement,"Schreiber, James B.",2002
A Classroom Observational Study of Qatar's Independent Schools: Instruction and School Reform,"Palmer, Douglas J.; Sadiq, Hissa M.; Lynch, Patricia; Parker, Dawn; Viruru, Radhika; Knight, Stephanie; Waxman, Hersh; Alford, Beverly; Brown, Danielle Bairrington; Rollins, Kayla; Stillisano, Jacqueline; Abu-Tineh, Abdullah M. Hamdan; Nasser, Ramzi; Allen, Nancy; Al-Binali, Hessa; Ellili, Maha; Al-Kateeb, Haithem; Al-Kubaisi, Huda",2016
"Improving Student Attendance with School, Family, and Community Partnerships","Sheldon, Steven B.",2007
School Motivation: A Comparison between Kenya and Italy,"Sini, Barbara; Muzzulini, Barbara; Schmidt, Susanna; Tinti, Carla",2018
Reframing Genre-Based Pedagogy in a Chinese as a Foreign Language Classroom: A Transdisciplinary Perspective,"Xu, Wen",2020
Exclusion as a Way of Promoting Student Responsibility: Does the Kind of Misbehavior Matter?,"Romi, Shlomo; Lewis, Ramon; Salkovsky, Merav",2015
Advances in Research on Instruction,"Rosenshine, Barak",1995
"Teacher Communications, Child Achievement, and Parent Traits in Parent Involvement Models","Watkins, Thomas J.",1997
Children's Motivation for Reading: Domain Specificity and Instructional Influences,"Wigfield, Allan; Guthrie, John T.; Tonks, Stephen; Perencevich, Kathleen C.",2004
Examining the Impact of ABRACADABRA on Early Literacy in Northern Australia: An Implementation Fidelity Analysis,"Wolgemuth, Jennifer R.; Abrami, Philip C.; Helmer, Janet; Savage, Robert; Harper, Helen; Lea, Tess",2014
School-Related Social Support and Students' Perceived Life Satisfaction,"Danielsen, Anne G.; Samdal, Oddrun; Hetland, Jorn; Wold, Bente",2009
The Writing Abilities of Juvenile Justice Youths: A Confirmatory Factor Analysis,"Rodgers, Derek B.; Reed, Deborah K.; Houchins, David E.; Aloe, Ariel M.",2020
Effects of Classroom Assessment on Student Motivation in Fifth-Grade Science,"Stefanou, Candice; Parkes, Jay",2003
Improving Middle School Student Engagement through Career-Relevant Instruction in the Core Curriculum,"Orthner, Dennis K.; Jones-Sanpei, Hinckley; Akos, Patrick; Rose, Roderick A.",2013
Conflict Resolution in a French Immersion Elementary School,"Stevahn, Laurie; Munger, Linda; Kealey, Kathy",2005
Heuristic Training and Performance in Elementary Mathematical Problem Solving,"Hohn, Robert L.; Frey, Bruce",2002
Qualities of the Stages of Concern Questionnaire and Implications for Educational Innovations,"Bailey, Donald B.; Palsha, Sharon A.",1992
Correlates of Writing Performance and Interest: A U.S. National Assessment Study,"Walberg, Herbert J.; Ethington, Corinna A.",1991
What Influences Learning? A Content Analysis of Review Literature,"Wang, Margaret C.; And Others",1990
Harnessing the Power of Fantastic Attempts: Kindergarten Teacher Perspectives on Student Mistakes,"Donaldson, Maleka",2019
"Threading Mathematics through Symbols, Sketches, Software, Silicon, and Wood: Teachers Produce and Maintain Cohesion to Support STEM Integration","Nathan, Mitchell J.; Wolfgram, Matthew; Srisurichan, Rachaya; Walkington, Candace; Alibali, Martha W.",2017
Judgment Confidence and Judgment Accuracy of Teachers in Judging Self-Concepts of Students,"Praetorius, Anna-Katharina; Berner, Valerie-Danielle; Zeinz, Horst; Scheunpflug, Annette; Dresel, Markus",2013
"""Im Gonna Tell You All about It"": Authorial Voice and Conventional Skills in Writing Assessment and Educational Practice","Humphrey, Regan C.; Walton, Marsha D.; Davidson, Alice J.",2014
"The Relationship among Students' Reading Performance, Their Classroom Behavior, and Teacher Skills","Brokamp, Saskia K.; Houtveen, Antonia A. M.; van de Grift, Willem J. C. M.",2019
